noyes,id,bdb,cle,kbc,og,vuu,gb,xxp,rao,at,mt,lf,zq,zf,ihj,ptj,fq
no,200856,xy,fpj,wh,kc,2.83,0,ndk,e2,pxe,0.2,xp,7.3641067,1.36877637165667,0.316226,1.59624522175893,akk
no,54845,eb,fpj,wh,kc,0,0,ndk,e2,urz,0.3,xp,0.92785296,1.40865292182218,0.423799,1.56324118044623,akk
no,26917,xy,fpj,wh,kc,3,0,ndk,e2,ghz,0.3,xp,9.2220685,1.3507076423861,0.316226,1.6089100779009,bhe
yes,589484,cu,fpj,zl,kc,3.16,1,ndk,e2,ghz,0.7,xp,0.17549343,1.34350490190862,0.374171,1.76548182554915,bhe
no,23952,rh,fpj,zl,kc,3.16,0,ndk,e2,zgp,0.2,xp,4.7938502,1.36193976451244,0.316226,1.6572364038591,bhe
yes,297298,xy,cqy,zl,kc,3.46,1,ndk,e2,zgp,1.2,ii,10.951437,1.38794294913837,0.424271,2.77359842599365,akk
no,562791,cu,fpj,zl,kc,3,0,ndk,e2,urz,0.1,xp,3.0928153,1.39433059521526,0.316226,1.64508083019535,akk
no,428714,eb,fpj,kd,kc,1.41,0,ndk,e2,urz,0,xp,5.3176577,1.30330893386272,0.316071,1.50419546270926,bhe
no,72327,dt,fpj,sv,je,3.16,0,ndk,e2,urz,1.1,rw,11.971211,1.36153384487713,0.316226,1.6911293155577,bhe
no,143857,mf,fpj,zl,je,2.24,0,ndk,e2,urz,0.7,xp,9.1440303,1.34117582124247,0.3995,1.6052984118227,bhe
no,546533,xy,fpj,uz,kc,3.16,1,ndk,e2,pxe,0.2,rw,7.2898662,1.4034893280513,0.424271,1.86552702091485,bhe
yes,552459,rh,fpj,zl,kc,3.61,1,ptn,e2,urz,0.4,ii,6.5008257,1.4176143109036,0.400004,1.95625467608223,bhe
no,271467,cu,fpj,sv,je,3.46,1,ndk,e2,zgp,0.2,rw,4.822926,1.38262785209842,0.400004,1.91418540521191,bhe
no,176311,cu,fpj,wh,kc,1,0,ndk,e2,zgp,0,xp,0.95257139,1.43011405958757,0.446873,1.57865796840257,bhe
no,470369,cu,cqy,wh,kc,3.46,1,ndk,e2,ghz,0.6,xp,1.6996132,1.37482593894352,0.316226,1.68377417573883,bhe
no,8465,cu,cqy,zl,kc,0,0,ndk,e2,urz,0.6,xp,4.8858645,1.36193976451244,0.316071,1.40690108410222,ntg
no,464982,cu,cqy,uz,kc,3.61,0,ndk,e2,zgp,0.9,rw,9.5439458,1.37081670414263,0.400004,1.82390535855179,akk
no,523124,rh,fpj,sv,kc,3.46,0,ndk,e2,zgp,0.2,rw,4.2930776,1.40520660287272,0.424271,1.92681130077793,bhe
no,578038,cu,fpj,wh,kc,3.46,0,ndk,e2,urz,0.2,xp,9.3244639,1.35986969267166,0.316226,1.71819021667988,bhe
no,171028,rh,fpj,wh,je,2.83,1,ndk,e2,urz,0.5,xp,9.558673,1.40619401649356,0.445976,1.79395157655027,akk
no,52104,cu,fpj,uz,kc,1.73,0,ndk,e2,zgp,0.6,rw,7.6299504,1.39749929124711,0.408405,1.64523991593903,akk
no,227213,xy,cqy,kd,kc,3.61,0,ndk,e2,urz,0.3,xp,0.41360175,1.32877644280939,0.400004,1.84458244797092,bhe
no,380944,rh,afs,kd,je,3.16,1,ndk,e2,ghz,0,xp,7.656891,1.28810031388269,0.316226,1.58804414197134,ntg
no,487274,dt,fpj,ld,je,3.61,0,ndk,e2,ghz,0.2,rw,5.1305247,1.39038770783735,0.374171,1.86250502822202,akk
yes,121695,cu,cqy,wh,kc,2.83,1,ndk,e2,zgp,0.2,xp,5.3694971,1.33030897416431,0.374171,1.67556636428311,bhe
no,416475,xy,fpj,wh,kc,3.61,0,ndk,e2,ghz,0.2,xp,9.2186902,1.38871121270789,0.374171,1.84976870252042,bhe
no,128969,xy,fpj,zl,kc,3.61,0,ndk,e2,urz,0.3,rw,5.6353752,1.32078103472952,0.316226,1.91102544016775,akk
no,220272,cu,cqy,wh,kc,3.32,0,ndk,e2,urz,0.4,xp,10.449663,1.36673821061022,0.316226,1.71241109632693,bhe
no,263986,dt,fpj,zl,kc,3.46,0,ndk,e2,ghz,0.4,xp,8.6448674,1.34220180340073,0.400004,2.03846943574613,akk
no,125440,cu,fpj,wh,kc,3.46,0,ptn,e2,urz,0,xp,6.3349044,1.36877637165667,0.316226,1.70276741629653,akk
no,324497,eb,fpj,kd,kc,2.65,1,ndk,e2,urz,0.5,xp,5.4618316,1.3170143980921,0.400004,1.58051908602836,bhe
no,143206,cu,cqy,wh,kc,3.46,0,ndk,e2,urz,0.2,xp,1.4020347,1.39038770783735,0.400004,1.80519153782898,akk
no,216353,xy,fpj,wh,je,3.61,1,ndk,e2,zgp,0.3,xp,7.1194016,1.33075419135778,0.374171,1.8808842168281,akk
no,264376,xy,fpj,ld,kc,3,0,ndk,e2,urz,0.2,rw,4.5458857,1.39075960119737,0.400004,1.72759784185233,bhe
no,71348,rh,fpj,wh,kc,3.32,0,ndk,e2,ghz,0.3,xp,0.44942086,1.36661320093954,0.316226,1.67452303243436,akk
no,451951,eb,cqy,wh,kc,3.46,1,ndk,e2,urz,0.5,rw,8.874766,1.31032482838965,0.316226,1.77264040663026,bhe
no,418126,dt,fpj,wh,kc,3.32,0,ndk,e2,urz,0,xp,5.8004245,1.29445233005937,0.316226,1.71263361548015,bhe
no,507715,be,fpj,uz,je,3.16,0,ndk,e2,ghz,0.6,rw,7.8509831,1.38143671580053,0.316226,1.71769709812058,akk
yes,527768,xy,fpj,zl,kc,3.61,1,ndk,e2,zgp,0.5,xp,6.1783859,1.38601223627056,0.374171,1.83914524299481,bhe
no,518243,xy,fpj,wh,kc,3.61,1,ndk,e2,ghz,0.4,xp,3.6695788,1.29664692506616,0.331663,1.70541203122781,bhe
no,317350,xy,fpj,sv,kc,3.61,0,ndk,e2,urz,1.4,rw,2.0999531,1.3850938385195,0.374171,1.95074557629117,akk
no,297500,xy,fpj,wh,je,2.45,0,ndk,e2,urz,0.2,xp,7.3070352,1.39369256405331,0.316226,1.61380718052728,akk
yes,562918,cu,cqy,kd,kc,3.46,0,ptn,e2,urz,0.4,xp,4.3028044,1.34205176086935,0.374171,1.7916667008407,akk
no,504674,cu,fpj,zl,kc,2.83,0,ndk,e2,urz,0.3,xp,9.1151469,1.39749929124711,0.374171,1.70620010969903,bhe
no,103025,dt,cqy,kd,kc,3.61,0,ndk,e2,urz,0,xp,5.5482471,1.33615155846262,0.374171,1.95150569120568,ywh
no,549367,xy,fpj,uz,kc,3.16,0,ndk,e2,zgp,0.1,rw,0.96125675,1.352134400937,0.316226,1.60348216742601,ntg
no,190048,cu,fpj,uz,kc,3.46,1,ndk,e2,pxe,0.5,rw,0.22837439,1.37549098080702,0.374171,1.7374734762632,akk
yes,495500,xy,afs,zl,kc,3.32,1,ndk,e2,ghz,0.8,rw,3.8030636,1.30166454395918,0.316226,1.773853255281,bhe
no,511088,xy,fpj,wh,kc,3.61,0,ndk,e2,urz,0,xp,5.0602976,1.32848360098349,0.424271,1.9627326774329,akk
no,224369,xy,fpj,zl,kc,3.32,0,ndk,e2,urz,0.2,xp,0.061955778,1.3850938385195,0.374171,1.7956328243084,bhe
no,129808,rh,cqy,sv,je,3.16,1,ndk,e2,ghz,0.3,rw,5.9312205,1.35833863709556,0.316226,1.64075115781782,ntg
no,538016,xy,fpj,wh,kc,2.45,0,ndk,e2,ghz,0.3,xp,3.570174,1.3774821413322,0.489894,1.80271369351699,akk
no,425973,mf,fpj,wh,kc,3.61,0,ndk,e2,urz,0.1,xp,7.5745647,1.30330893386272,0.316226,1.70700928513346,akk
no,328340,cu,fpj,wh,kc,3.46,0,ndk,e2,zgp,0.5,rw,9.7064659,1.39433059521526,0.316226,1.69183305421663,akk
no,573946,cu,fpj,wh,kc,1,0,ndk,e2,urz,0.3,xp,2.7416695,1.42366887973825,0.468822,1.61873788011935,akk
no,336164,be,fpj,sv,je,3.32,0,ndk,e2,ghz,0.8,rw,9.5761027,1.40865292182218,0.387302,1.9102840342306,akk
no,62708,rh,fpj,zl,je,3.61,0,ndk,e2,urz,0.3,xp,4.2553727,1.31032482838965,0.316226,1.78654597135252,bhe
no,265862,cu,fpj,wh,kc,3.32,0,ndk,e2,urz,0.2,xp,3.0124331,1.28810031388269,0.316226,1.63403913755041,bhe
no,232879,cu,fpj,wh,je,2.65,0,ndk,e2,urz,0.3,rw,2.2708043,1.4141276003792,0.400004,1.72021266649954,akk
no,502010,xy,fpj,wh,je,3.32,0,ptn,e2,urz,0.4,xp,6.2370214,1.42719071212947,0.447206,1.92537880748847,bhe
no,521308,rh,fpj,wh,kc,3,0,ndk,e2,urz,0.1,xp,8.9022068,1.41291682885743,0.424271,1.75249476898829,bhe
no,572487,xy,fpj,ld,je,1.73,0,ndk,e2,ghz,0.3,rw,4.9161013,1.37349327571832,0.316226,1.58163272906973,akk
yes,181223,xy,fpj,kd,je,2.83,0,ndk,e2,zgp,0.1,xp,9.0913699,1.39749929124711,0.463678,2.10535548740719,akk
no,581476,xy,fpj,wh,je,3,0,ndk,e2,ghz,0.1,xp,10.529021,1.29445233005937,0.316226,1.63475677589395,bhe
no,478703,eb,afs,wh,je,3.16,0,ndk,e2,ghz,0.3,xp,3.054445,1.35833863709556,0.316226,1.6089618023666,ntg
no,108863,xy,fpj,sv,kc,3.74,0,ndk,e2,urz,0,rw,4.6993508,1.36153384487713,0.316226,1.84390719153362,akk
yes,580283,xy,afs,wh,kc,3.32,0,ndk,e2,zgp,0.2,xp,11.067696,1.36153384487713,0.316226,1.67408756774841,bhe
no,18979,rh,fpj,wh,kc,0,0,ndk,e2,zgp,0,wp,3.5545155,1.3626278319083,0.315588,1.42505301916954,ntg
no,504905,rz,fpj,sv,kc,2.83,0,ndk,e2,urz,0.3,rw,4.4524952,1.41857307596627,0.424271,1.88125052394225,akk
no,123603,xy,fpj,zl,je,3.74,0,ndk,e2,urz,0.2,xp,8.4318693,1.33075419135778,0.374171,1.93049982534705,akk
no,147361,cu,fpj,kd,kc,2.24,0,ndk,e2,urz,0.2,xp,3.1492456,1.39268400021569,0.399874,1.65435021015293,bhe
yes,445855,dt,fpj,zl,kc,3.46,1,ndk,e2,urz,1.6,xp,0.51644392,1.39268400021569,0.374171,1.77410892854433,bhe
yes,313497,dt,fpj,wr,kc,2.83,0,ndk,e2,ghz,1,xp,7.7224496,1.30166454395918,0.316226,1.62122581005653,bhe
no,137818,eb,fpj,sv,kc,2.83,1,ndk,e2,urz,0,rw,8.6333032,1.3507076423861,0.316226,1.58287856706079,ntg
no,109009,mf,fpj,uz,kc,2.65,0,ndk,e2,urz,0.6,rw,2.9756341,1.42719071212947,0.400004,1.68409891776265,bhe
yes,382706,rh,fpj,zl,je,3.61,1,ndk,e8,ghz,0.4,xp,8.1620121,1.29832732715216,0.360557,1.81807261551557,bhe
no,553304,be,rmv,uz,kc,3.16,1,ndk,e2,zgp,1.4,rw,3.4057669,1.38547915224947,0.374171,1.77443261368637,bhe
yes,536608,rh,fxb,hh,kc,3.46,0,ptn,e1,zgp,0,ii,7.8545718,1.29732980789497,0.374171,1.72545977587011,bhe
no,484450,xy,fpj,sv,kc,3.16,0,ndk,e2,zgp,0.3,rw,9.7655847,1.41291682885743,0.374171,1.78445721022975,bhe
no,276170,xy,fpj,wh,kc,3.61,0,ndk,e2,zgp,0.2,xp,5.4663587,1.31032482838965,0.316226,1.85986490924182,bhe
no,453501,xy,fpj,uz,je,3.16,1,ndk,e2,urz,1.1,rw,2.2655712,1.39268400021569,0.374171,1.73250142753992,bhe
no,448983,cu,fpj,wh,kc,1,0,ndk,e2,urz,0.6,xp,11.149303,1.3626278319083,0.315588,1.48333792315743,ntg
no,127873,xy,fpj,sv,kc,3.74,0,ndk,e2,ghz,0.3,rw,11.541841,1.43011405958757,0.374171,1.87807423517746,ywh
yes,259423,xy,fpj,zl,kc,3.32,1,ndk,e3,zgp,0.5,xp,3.8901764,1.38871121270789,0.374171,1.71778862144623,bhe
yes,175614,xy,fpj,wh,kc,3.61,0,ndk,e2,zgp,0.1,xp,3.1389615,1.32464715448773,0.374171,1.83310340303371,akk
no,407440,rh,fpj,zl,kc,3.61,1,ndk,e2,ghz,0,xp,5.8623202,1.3570740403538,0.400004,1.97419599420005,bhe
no,504979,cu,fpj,wh,kc,2.65,0,ndk,e2,zgp,0.6,xp,5.4336057,1.39052129203482,0.424271,1.67488136200902,bhe
yes,471627,dt,fpj,wr,kc,3.16,0,ndk,e2,urz,0.6,xp,10.443888,1.32558030185306,0.424271,2.00222935961215,akk
no,506337,xy,fpj,wh,kc,0,0,ndk,e2,urz,0.3,xp,3.648322,1.39749929124711,0.399369,1.53292517646336,akk
yes,240603,eb,rmv,zl,kc,2,0,ndk,e2,ghz,0.6,xp,7.5541587,1.34205176086935,0.424271,1.76921679340337,akk
no,124550,cu,fpj,uz,je,3.32,0,ndk,e2,pxe,0.8,rw,3.0532154,1.39369256405331,0.400004,1.76890016487641,akk
no,262450,rh,fpj,uz,je,3.16,0,ndk,e2,urz,0.3,rw,11.498865,1.38210771151283,0.387302,1.92092680520786,bhe
no,200119,xy,fpj,zl,kc,3.74,0,ndk,e2,zgp,0.4,xp,3.7543076,1.37107383127051,0.316226,1.76450245994722,bhe
no,560552,mf,fpj,zl,kc,1.41,1,ndk,e2,zgp,0,xp,4.7742784,1.3146489621101,0.316226,1.53879517570076,akk
no,23796,cu,cqy,wh,kc,2.45,0,ptn,e2,ghz,0.1,xp,9.6789906,1.38495818581746,0.424271,1.6928534443037,bhe
no,211138,xy,cqy,mo,kc,3.16,0,ndk,e2,urz,0.2,xp,5.5574326,1.40619401649356,0.447206,1.76678537294734,bhe
no,260275,cu,fpj,zl,kc,3.16,0,ndk,e2,ghz,0.9,xp,6.8827486,1.39268400021569,0.374171,1.71326139757062,bhe
no,114293,rh,fpj,kd,kc,2.65,0,ndk,e2,zgp,0,xp,6.457863,1.30166454395918,0.316226,1.60689218127221,bhe
no,261548,xy,fpj,ld,kc,3.16,0,ndk,e2,urz,0.2,rw,9.5154217,1.38143671580053,0.316226,1.70523413479457,akk
no,227250,dt,rmv,wh,kc,3,0,ndk,e2,pxe,0.4,rw,3.781275,1.36877637165667,0.316226,1.61807316025557,akk
yes,228556,cu,fpj,zl,je,2.45,0,ndk,e2,urz,0.4,ii,12.129367,1.39749929124711,0.408405,1.74308713642651,akk
no,168036,xy,cqy,zl,kc,2.65,0,ndk,e2,urz,1.3,xp,7.1672736,1.42696394775336,0.447206,1.76779769052401,bhe
yes,254462,xy,fpj,kd,kc,2.83,0,ndk,e5,urz,0,xp,8.3004759,1.31623125270548,0.360557,1.64662653266394,ywh
no,241871,xy,fpj,zl,kc,3.46,0,ndk,e2,pxe,0.5,xp,2.8753229,1.41654014439613,0.424271,2.11750187727361,akk
no,415825,xy,cqy,uz,kc,3.74,0,ndk,e2,urz,0.4,rw,9.4945248,1.40939553773181,0.400004,2.08476106331027,akk
no,374368,eb,fpj,zl,kc,2.83,0,ndk,e2,pxe,0.3,xp,10.577188,1.39075960119737,0.374171,1.5906206408328,ntg
yes,445595,cu,fpj,wh,kc,3.16,0,ndk,e2,urz,0.4,xp,9.3289724,1.42308194478187,0.39975,1.81079049640046,ywh
no,133351,eb,fpj,wh,kc,2.65,0,ndk,e2,zgp,0.2,xp,2.6186525,1.36510421101227,0.316071,1.60866300308581,bhe
no,105534,xy,fpj,zl,je,3.16,0,ndk,e2,zgp,0.5,xp,1.3224263,1.36193976451244,0.316226,1.59098820603918,bhe
no,302947,eb,fpj,wh,kc,3,0,ndk,e2,urz,0.2,xp,10.492984,1.36633978958922,0.400004,1.74024491457679,bhe
no,170097,rh,fpj,wh,kc,3,0,ndk,e2,ghz,0.2,xp,10.394861,1.4141276003792,0.435892,1.85655897688172,akk
no,384654,rz,fpj,sv,kc,3.32,1,ndk,e2,urz,1.4,rw,1.8714882,1.52048382666226,0.447206,1.98393429529071,bhe
yes,259892,rh,cqy,wh,kc,2.65,1,ptn,e6,urz,0.9,wp,6.0369421,1.3788067463233,0.374171,1.71238397621467,bhe
no,40554,xy,fpj,zl,je,3.32,0,ndk,e2,ghz,0.2,xp,0.75213154,1.36877637165667,0.316226,1.6806955037346,akk
no,337169,xy,fpj,zl,je,2.24,0,ndk,e2,zgp,0.2,xp,3.7331195,1.33407030923255,0.316071,1.57467324056247,bhe
no,123913,xy,fpj,wh,kc,2.45,0,ndk,e2,urz,0.2,xp,7.1716818,1.28878929095102,0.316226,1.56418051939265,bhe
yes,520798,dt,fpj,zl,kc,3.16,0,ptn,e2,ghz,0,xp,5.4507019,1.28810031388269,0.316226,1.619956228084,bhe
yes,490637,rh,cqy,zl,kc,3,1,ptn,e2,pxe,0.4,xp,8.8647318,1.3788067463233,0.374171,1.83691708946973,bhe
no,57005,cu,fpj,sv,kc,2.83,0,ndk,e2,urz,0.3,rw,10.611993,1.36661320093954,0.374171,1.653483460471,akk
no,580641,eb,fpj,wh,kc,3.32,0,ndk,e2,urz,0.3,xp,8.9713456,1.33090462697813,0.400004,1.85707652732273,bhe
no,547953,xy,cqy,sv,kc,3.74,0,ndk,e2,ghz,0,rw,9.2774495,1.37107383127051,0.316226,1.76415789076223,ywh
no,430423,xy,fpj,wh,je,3.61,0,ndk,e2,urz,0.2,rw,1.7158205,1.32848360098349,0.374171,1.94959259637385,akk
no,443448,cu,cqy,sv,je,3.16,0,ndk,e2,zgp,0.2,rw,5.2715443,1.32924142965554,0.400004,1.87541842877463,bhe
no,172212,cu,cqy,zl,kc,3.46,0,ndk,e2,zgp,0.6,rw,2.6752955,1.37549098080702,0.316226,1.77102337846192,akk
no,18537,cu,fpj,uz,kc,2.83,0,ndk,e2,pxe,1,rw,0.47565605,1.40459000316467,0.400004,1.6156776978302,bhe
no,124394,cu,fpj,zl,je,3,1,ptn,e2,ghz,0.3,xp,4.4593478,1.32047792146979,0.400004,1.69398714755103,bhe
yes,211234,mf,cqy,sv,je,3.74,1,ndk,e2,pxe,0.5,rw,6.5939963,1.3900014822304,0.387302,2.0404089101117,akk
no,257383,eb,fpj,wh,kc,2.83,1,ptn,e2,urz,0,wp,4.3140162,1.39749929124711,0.374171,1.74564143922453,bhe
no,548105,xy,fpj,wh,kc,3.32,1,ndk,e2,zgp,0,xp,4.5790078,1.38495818581746,0.374171,1.77558422991367,bhe
yes,447502,cu,fpj,wh,kc,2.45,0,ndk,e2,urz,0,xp,10.082681,1.39242862930839,0.316226,1.63362481652192,akk
no,235541,xy,fpj,sv,kc,3,0,ndk,e2,urz,1,xp,9.8849727,1.36153384487713,0.316226,1.66053214860538,bhe
yes,173136,cu,fpj,ld,kc,3.32,0,ndk,e2,ghz,0.1,rw,8.0901729,1.38871121270789,0.374171,1.7075396619807,bhe
no,519439,xy,fpj,wh,kc,2.24,0,ndk,e2,urz,0.2,xp,9.9842346,1.3456834471343,0.368783,1.57640059791058,bhe
no,264866,xy,fpj,kd,kc,2.45,0,ndk,e8,pxe,0.2,xp,6.1565622,1.31112021219951,0.400004,1.67882045903823,bhe
no,131086,rh,fpj,kd,kc,2.83,0,ndk,e2,ghz,0,xp,6.9341009,1.39369256405331,0.400004,1.68835368595649,akk
no,580726,rh,fpj,kd,kc,0,0,ndk,e2,ghz,0.2,xp,11.763072,1.37012773905114,0.397485,1.48619975761165,bhe
no,146919,xy,fpj,wh,je,2.65,1,ndk,e2,pxe,0.2,rw,2.0841286,1.30414004498471,0.316226,1.59687233116483,akk
no,188663,eb,cqy,wh,kc,3.61,1,ndk,e2,pxe,0.3,xp,2.3403313,1.40742880178509,0.400004,1.96483313441779,bhe
no,240753,xy,cqy,wh,kc,3.61,0,ndk,e2,ghz,0.3,xp,10.534904,1.37107383127051,0.316226,1.79958053788417,bhe
no,419048,xy,fpj,wh,kc,3,0,ptn,e2,urz,0.4,xp,3.7233418,1.39433059521526,0.316226,1.64327182900731,akk
no,517628,rh,cqy,sv,kc,2.65,0,ndk,e2,ghz,0.8,rw,8.3422669,1.40841970631699,0.423799,1.68564437786312,bhe
no,13544,xy,fpj,wh,kc,3.61,0,ndk,e2,ghz,0,xp,9.6906347,1.34985359130219,0.316226,1.76062636544734,bhe
no,286001,cu,fpj,wh,kc,3.61,0,ndk,e2,urz,0,xp,3.9573053,1.38341163130426,0.400004,1.92047935276778,bhe
no,476349,xy,fpj,wh,kc,3.74,0,ndk,e2,zgp,0,xp,6.0843206,1.36877637165667,0.316226,1.76585001524743,akk
no,442103,cu,fpj,zl,kc,3.61,0,ndk,e2,pxe,1.2,xp,3.5115737,1.39912402357732,0.447206,2.14077230936593,bhe
yes,435306,xy,rmv,uz,kc,3.61,1,ndk,e6,pxe,0,rw,4.0413139,1.34728121567602,0.316226,1.71904301118852,ntg
yes,363928,eb,fpj,zl,kc,3.61,1,ndk,e2,zgp,0.6,xp,0.35378091,1.40274686806316,0.447206,2.59729417434875,bhe
yes,11513,cu,fpj,wr,je,3.61,1,ptn,e2,zgp,0.8,xp,8.1472313,1.30083230545165,0.479578,2.34929113610027,akk
no,578935,cu,fpj,wh,kc,3.16,0,ndk,e2,urz,0.2,xp,9.3737306,1.4013649068252,0.400004,1.78645529460478,akk
yes,157161,mf,cqy,zl,kc,3.46,1,ndk,e6,ghz,0.3,xp,2.9904892,1.30495796787837,0.374171,1.85810956841073,ntg
no,232417,cu,fpj,zl,je,1.73,0,ndk,e5,ghz,0.3,wp,9.2400267,1.30083230545165,0.316071,1.50150977061739,bhe
yes,557191,mf,fpj,zl,kc,3,1,ndk,e2,pxe,0.8,xp,3.4494637,1.36877637165667,0.435892,1.82965355152732,akk
no,187973,eb,fpj,zl,je,2.24,0,ndk,e2,urz,0.3,xp,6.9206506,1.3449649200723,0.447206,1.69189629598129,akk
no,4186,cu,afs,sv,je,2.45,0,ndk,e2,urz,0.3,xp,5.3292317,1.3774821413322,0.316071,1.54988793196144,bhe
yes,208780,rz,fpj,sv,je,3.32,0,ndk,e2,zgp,0.3,rw,5.6513461,1.38210771151283,0.374171,1.92054779913785,bhe
no,390187,cu,fpj,sv,kc,2,0,ndk,e2,urz,0.6,rw,3.4576824,1.4024850751943,0.399369,1.64453260012595,akk
no,249761,xy,fpj,uz,kc,3.61,0,ndk,e2,ghz,0.2,rw,9.2362888,1.36153384487713,0.316226,1.75085208822663,bhe
no,141725,rh,fpj,sv,kc,2.65,1,ndk,e2,urz,0.4,rw,4.0624828,1.38079399637577,0.316226,1.59189937024699,akk
no,542226,dt,fpj,wh,je,3.16,0,ndk,e2,zgp,0.8,xp,4.3705948,1.40841970631699,0.447206,1.97345842402433,bhe
no,208912,be,afs,zl,kc,3.61,1,ptn,e2,pxe,1,xp,4.7733754,1.32558030185306,0.374171,1.83983244341934,bhe
no,508234,rh,fpj,zl,kc,3.16,0,ndk,e2,urz,0.4,rw,4.1263025,1.30166454395918,0.316226,1.64149758193023,ntg
no,330967,cu,fpj,zl,kc,2,0,ndk,e2,ghz,1.4,xp,8.1073008,1.36673821061022,0.360557,1.5955553688995,bhe
yes,45347,be,afs,wg,kc,3.61,0,ndk,e2,zgp,1.2,rw,2.5592644,1.38483881264338,0.400004,1.83704018070621,bhe
no,278688,eb,fpj,zl,kc,2.83,0,ndk,e2,zgp,0.3,wp,4.1971587,1.30166454395918,0.316226,1.61290062998739,bhe
no,156991,mf,fpj,zl,kc,3.32,0,ndk,e2,urz,1.1,rw,5.5797182,1.36851015521846,0.400004,1.75219371686327,bhe
no,507237,eb,cqy,wh,kc,0,0,ptn,e2,zgp,0.4,wp,7.869634,1.3626278319083,0.315588,1.48996401733605,bhe
no,24836,dt,afs,sv,kc,3.46,0,ndk,e2,ghz,0.3,rw,4.7406018,1.37081670414263,0.400004,1.79191220159706,akk
no,294295,be,fpj,uz,kc,2.65,0,ndk,e2,urz,0.3,rw,10.202935,1.36661320093954,0.374171,1.62140729660896,akk
no,220133,rh,afs,wh,kc,2.65,0,ptn,e2,urz,0.5,wp,6.8090843,1.38262785209842,0.400004,1.74795426541432,bhe
no,218642,cu,fpj,wh,kc,3.16,0,ndk,e2,zgp,0.2,xp,5.9810875,1.39369256405331,0.374171,1.76648414785611,bhe
no,504148,mf,fpj,wh,je,3.46,1,ndk,e2,urz,0.5,rw,0.18157547,1.4,0.447206,2.12428207666926,akk
no,329258,xy,afs,zl,kc,3.61,0,ndk,e2,zgp,0.6,xp,7.8582311,1.38341163130426,0.400004,1.92184786757608,bhe
yes,117435,eb,fpj,zl,je,3.61,1,ptn,e2,urz,0.4,xp,4.1904852,1.36837376100843,0.447206,2.13066568443843,bhe
no,51361,rh,fpj,zl,kc,3.61,0,ndk,e2,zgp,0.4,xp,8.1068733,1.37455885815835,0.316226,1.79669869288442,bhe
no,267965,rh,fpj,wh,kc,3.32,0,ndk,e2,urz,0,xp,5.3074116,1.34728121567602,0.316226,1.6356290254298,ntg
no,376380,cu,fpj,wh,kc,2.45,0,ndk,e2,zgp,0.2,xp,5.1663968,1.36153384487713,0.316226,1.57149009309082,bhe
no,210574,cu,fpj,wh,je,3.61,0,ndk,e2,urz,0.2,rw,5.8977301,1.29445233005937,0.316226,1.76732846424278,bhe
no,98762,cu,fpj,wh,kc,3.32,0,ndk,e2,urz,0,xp,1.7605187,1.37455885815835,0.316226,1.75299855166685,bhe
no,66546,xy,fpj,wh,kc,3.16,0,ndk,e2,ghz,0.1,xp,7.2205342,1.36633978958922,0.400004,1.74648749417802,bhe
no,531299,xy,cqy,zl,je,3.74,1,ndk,e2,urz,0.1,xp,7.5047919,1.39749929124711,0.400004,2.0299102522381,bhe
no,246106,cu,fpj,wh,je,3.61,0,ndk,e2,urz,0.3,xp,8.0994919,1.36633978958922,0.400004,1.80113817137929,bhe
no,264805,rh,cqy,zl,kc,3.74,0,ndk,e2,urz,0.7,ii,13.550046,1.35355422816531,0.424271,2.30940915754121,bhe
no,120422,eb,fpj,uz,kc,3.32,0,ndk,e2,urz,1,rw,10.679762,1.36153384487713,0.316226,1.71716606536575,bhe
yes,350922,xy,fpj,wh,kc,3.32,0,ndk,e2,ghz,0.4,xp,6.3625609,1.32125608801961,0.374171,1.77185677291543,bhe
no,164027,dt,rmv,zl,kc,2.24,1,ndk,e4,zgp,0.3,xp,3.9901364,1.36399590727583,0.316071,1.60425611185423,bhe
no,260462,xy,fpj,wh,kc,2.65,0,ndk,e2,zgp,0.1,xp,5.6735393,1.38613111901209,0.374171,1.66044567913591,bhe
yes,300832,eb,fpj,zl,kc,2.65,1,ptn,e2,ghz,0,ii,6.2639142,1.39089653454261,0.447206,1.99253959656034,bhe
yes,299,dt,cqy,wg,kc,3.16,0,ndk,e2,ghz,0.4,rw,8.8512867,1.38171552612906,0.400004,1.86507671958193,bhe
no,349223,xy,fpj,sv,kc,3.74,0,ndk,e2,zgp,0,rw,3.1044908,1.38171552612906,0.374171,1.98666906339763,akk
yes,78364,rh,cqy,zl,je,3.61,0,ndk,e2,ghz,0.9,xp,2.273737,1.36673821061022,0.447206,2.02943142210147,bhe
no,493904,dt,fpj,zl,kc,3.61,0,ndk,e2,ghz,0.4,rw,7.0983136,1.40174612986569,0.374171,1.85867498650388,akk
no,274624,rh,fpj,zl,kc,3.61,0,ndk,e2,urz,0.2,xp,5.6259338,1.40223535333329,0.400004,1.98655706200765,akk
no,315117,cu,fpj,uz,kc,3.74,0,ndk,e2,zgp,0.8,rw,8.6156897,1.37549098080702,0.424271,2.00246874795882,akk
yes,81236,rh,fpj,zl,je,3.46,1,ptn,e2,urz,0.5,xp,5.1683013,1.36742584832425,0.316226,1.90281167864182,bhe
no,420128,xy,cqy,zl,kc,3.61,1,ndk,e2,urz,0.8,xp,7.6017223,1.35355422816531,0.424271,2.18504829406684,bhe
